,time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation
477,0.895,4.766423123,-1.772097403,2.771464772,0.611866003,1.024583784,0.035380925,7.518080543,2.730336955,-6.527882752,-18.62891968,5.634442786,0.109421907,1.098326956,8.764458111,-7.103383022,-4.538694458,-68.92251506,-3.868790583,0.13753645,1.035070783,-15.59165309,3.954124112,-2.194215871
478,0.896,4.769361226,-1.757320816,2.752057769,0.611817591,1.024754251,0.035538566,7.410553276,2.733502227,-6.500313281,-18.54937466,5.647330625,0.108428248,1.117766731,8.890815964,-7.076684266,-4.533000259,-68.95176464,-3.772846243,0.136795448,1.028818422,-15.59569174,3.929545807,-2.156556984
479,0.897,4.772211807,-1.742049193,2.732389369,0.611768355,1.024923799,0.035694967,7.303132344,2.735989415,-6.472341065,-18.46979317,5.660256865,0.107388564,1.137182322,9.01664379,-7.048625702,-4.526560206,-68.97810218,-3.677026877,0.136055757,1.022587276,-15.59974548,3.904441613,-2.118925667
480,0.898,4.774975257,-1.726295022,2.712462992,0.611718293,1.025092407,0.035850137,7.195823113,2.737810404,-6.443977552,-18.39018887,5.673230553,0.106301959,1.156573694,9.141947165,-7.019235819,-4.519394129,-69.00154366,-3.581384529,0.13531744,1.016377575,-15.60381479,3.878825167,-2.081324258
481,0.899,4.777652104,-1.710071102,2.692282213,0.611667402,1.025260056,0.036004086,7.088630818,2.738977543,-6.415234431,-18.31057497,5.686251765,0.105161564,1.17597006,9.266731334,-6.988543954,-4.511522139,-69.02210488,-3.485970116,0.134580597,1.010189546,-15.60790023,3.852710362,-2.043755088
482,0.9,4.780242972,-1.693390352,2.671850771,0.61161568,1.025426726,0.036156822,6.981560585,2.739503341,-6.386123757,-18.23096495,5.69932877,0.103966353,1.195371195,9.391001234,-6.956580059,-4.502964593,-69.03980139,-3.390833421,0.133845293,1.004023405,-15.61200246,3.826111175,-2.006220545
483,0.901,4.782748583,-1.676265801,2.651172576,0.611563124,1.025592397,0.036308357,6.874617432,2.739400444,-6.356657949,-18.1513725,5.712478199,0.102721383,1.214746886,9.514761487,-6.92337467,-4.493742085,-69.0546485,-3.296023065,0.133111551,0.997879351,-15.61612219,3.799041657,-1.968723075
484,0.902,4.785169774,-1.658710662,2.630251691,0.611509732,1.025757053,0.036458701,6.767806246,2.738681776,-6.326849727,-18.07181118,5.725716085,0.101431827,1.234067537,9.63801638,-6.888958987,-4.483875451,-69.06666127,-3.201586477,0.132379393,0.991757578,-15.62026022,3.771516001,-1.931265151
485,0.903,4.787507517,-1.640738413,2.609092329,0.611455503,1.025920675,0.036607865,6.661131775,2.7373607,-6.296711994,-17.99229406,5.739049205,0.100096774,1.253333657,9.760769838,-6.853364968,-4.47338577,-69.07585449,-3.10756986,0.131648879,0.985658279,-15.62441747,3.743548637,-1.893849231
486,0.904,4.789762911,-1.622362792,2.587698845,0.611400436,1.026083246,0.03675586,6.554598632,2.73545101,-6.266257828,-17.91283372,5.75247535,0.098709372,1.272574894,9.883025433,-6.816625309,-4.462294355,-69.08224273,-3.014018171,0.130920106,0.979581648,-15.62859497,3.715154225,-1.856477762
487,0.905,4.791937151,-1.603597604,2.566075755,0.611344528,1.026244749,0.036902699,6.448211311,2.7329666,-6.235500637,-17.83344292,5.766000368,0.097268937,1.291791918,10.0047864,-6.77877319,-4.450622717,-69.08584026,-2.920975123,0.130193131,0.973527864,-15.6327938,3.686347465,-1.819153247
488,0.906,4.794031514,-1.584456698,2.54422773,0.61128778,1.026405167,0.037048393,6.341974185,2.729921444,-6.204454166,-17.75413462,5.779638408,0.09578089,1.310955575,10.12605563,-6.73984224,-4.43839256,-69.08666106,-2.828483165,0.129467969,0.967497092,-15.6370151,3.65714309,-1.781878243
489,0.907,4.796047385,-1.564954055,2.522159586,0.611230191,1.026564486,0.037192954,6.235891497,2.726329763,-6.173132399,-17.67492159,5.79340313,0.094250303,1.33003686,10.24683568,-6.699866631,-4.425625782,-69.08471885,-2.73658346,0.128744633,0.96148949,-15.6412601,3.627555939,-1.744655329
490,0.908,4.797986273,-1.545103875,2.499876273,0.611171761,1.026722689,0.037336396,6.129967346,2.722206169,-6.141549427,-17.59581608,5.807298857,0.092676534,1.349037083,10.3671287,-6.658881173,-4.412344476,-69.08002705,-2.645315856,0.128023176,0.95550522,-15.64553011,3.597601062,-1.707487065
491,0.909,4.79984981,-1.524920571,2.477382874,0.611112489,1.026879761,0.03747873,6.02420569,2.71756566,-6.109719435,-17.51682983,5.821320763,0.091053658,1.367987191,10.48693649,-6.616921287,-4.398570921,-69.07259882,-2.554718881,0.127303688,0.949544443,-15.64982657,3.56729371,-1.670375993
492,0.91,4.801639702,-1.504418559,2.454684615,0.611052377,1.027035687,0.037619971,5.918610364,2.712423275,-6.077656901,-17.4379747,5.835472142,0.089381568,1.386888932,10.60626048,-6.574022739,-4.38432755,-69.06244699,-2.464829744,0.126586216,0.943607308,-15.65415095,3.536649129,-1.633324707
493,0.911,4.803357727,-1.483612243,2.431786862,0.610991426,1.027190453,0.037760131,5.813185081,2.706794088,-6.045376591,-17.35926273,5.849764702,0.087665662,1.405713854,10.72510178,-6.530221604,-4.369636949,-69.04958411,-2.375684333,0.125870768,0.937693949,-15.65850476,3.505682548,-1.596335857
494,0.912,4.805005749,-1.462516109,2.408695108,0.610929636,1.027344044,0.037899223,5.707933415,2.70069337,-6.012893438,-17.28070573,5.86420972,0.085910627,1.424433448,10.84346111,-6.485554365,-4.354521856,-69.03402241,-2.287317193,0.125157352,0.931804496,-15.66288957,3.47440927,-1.559412106
495,0.913,4.806585745,-1.441144812,2.385414965,0.610867009,1.027496445,0.038037261,5.602858798,2.694136727,-5.980222404,-17.20231497,5.878808962,0.084116317,1.443050097,10.96133883,-6.440058008,-4.339005156,-69.01577385,-2.199761512,0.12444601,0.925939081,-15.66730704,3.442844772,-1.522556096
496,0.914,4.8080998,-1.419513168,2.361952157,0.610803547,1.027647644,0.038174259,5.497964514,2.687140078,-5.947378468,-17.12410116,5.893554865,0.082278367,1.4615965,11.07873489,-6.393769996,-4.323109875,-68.99485006,-2.113049124,0.123736822,0.920097837,-15.67175894,3.411004702,-1.485770447
497,0.915,4.809550054,-1.39763594,2.338312534,0.610739253,1.027797626,0.03831023,5.393253726,2.679719332,-5.914376845,-17.04607517,5.908448178,0.080397309,1.480075537,11.19564891,-6.346727984,-4.306859156,-68.97126239,-2.027210516,0.123029826,0.914280885,-15.67624705,3.378904652,-1.449057828
498,0.916,4.81093869,-1.375527831,2.314502059,0.610674127,1.027946377,0.038445187,5.288729468,2.671890386,-5.881232968,-16.96824794,5.92349825,0.078478142,1.498459287,11.31208016,-6.298969791,-4.29027626,-68.94502185,-1.942274832,0.122325022,0.908488331,-15.68077317,3.346560145,-1.412420962
499,0.917,4.812267961,-1.35320357,2.290526801,0.610608175,1.028093886,0.038579144,5.18439464,2.663669277,-5.847962351,-16.89063021,5.938713993,0.076525016,1.516719844,11.42802755,-6.2505335,-4.273384563,-68.91613917,-1.858269859,0.121622414,0.902720276,-15.68533913,3.313986734,-1.375862582
500,0.918,4.813540214,-1.330678012,2.266392928,0.610541397,1.028240137,0.038712116,5.080251991,2.655072296,-5.814580467,-16.81323213,5.954094667,0.074538343,1.534860779,11.54348959,-6.201457551,-4.256207545,-68.88462476,-1.77522203,0.120922037,0.896976824,-15.68994686,3.281200112,-1.339385397
501,0.919,4.814757887,-1.307966119,2.242106698,0.610473798,1.028385119,0.038844115,4.976304121,2.646115965,-5.78110275,-16.73606334,5.969630087,0.072515417,1.552916476,11.65846443,-6.151780706,-4.238768777,-68.85048874,-1.693156426,0.120223955,0.891258082,-15.69459836,3.248216099,-1.302992093
502,0.92,4.815923445,-1.285082754,2.217674466,0.610405382,1.028528818,0.038975156,4.872553504,2.636816749,-5.747544781,-16.65913354,5.985318588,0.070457225,1.570890866,11.77294987,-6.101541775,-4.221091923,-68.81374092,-1.612096795,0.119528199,0.885564143,-15.69929564,3.215050409,-1.266685402
503,0.921,4.817039372,-1.26204267,2.193102675,0.610336152,1.028671222,0.039105253,4.769002493,2.627191045,-5.71392227,-16.58245254,6.001167272,0.068368116,1.588756599,11.88694338,-6.050779572,-4.203200733,-68.7743908,-1.532065555,0.118834766,0.879895086,-15.70404067,3.18171863,-1.230468106
504,0.922,4.818108199,-1.238860602,2.168397848,0.610266111,1.028812318,0.039234419,4.665653302,2.617255321,-5.680250906,-16.50602987,6.017182762,0.066251805,1.606486595,12.00044208,-5.999533024,-4.185119031,-68.73244759,-1.453083798,0.118143654,0.874250986,-15.70883548,3.148236337,-1.194342996
505,0.923,4.819132533,-1.215551363,2.14356658,0.610195265,1.028952095,0.039362668,4.562507988,2.607026214,-5.646546299,-16.42987453,6.033361999,0.064109141,1.624085493,12.11344272,-5.947841262,-4.166870705,-68.6879202,-1.375171296,0.11745489,0.868631923,-15.71368216,3.114619199,-1.158312837
506,0.924,4.82011505,-1.19212983,2.118615534,0.610123618,1.02909054,0.039490015,4.459568455,2.596520507,-5.612823968,-16.35399496,6.049692517,0.061938531,1.641588788,12.22594168,-5.895743582,-4.148479694,-68.64081724,-1.298346512,0.11676853,0.863037978,-15.71858284,3.08088297,-1.122380368
507,0.925,4.821058428,-1.168610734,2.093551437,0.610051174,1.029227641,0.039616472,4.356836486,2.585754872,-5.579099477,-16.27839968,6.066170514,0.05974109,1.659001133,12.33793502,-5.843279169,-4.129969998,-68.59114706,-1.22262662,0.116084597,0.857469222,-15.72353964,3.047043239,-1.086548372
508,0.926,4.82196534,-1.145008657,2.068381076,0.609977938,1.029363386,0.039742054,4.254313745,2.574745858,-5.5453884,-16.20309725,6.082801015,0.057520554,1.676295825,12.44941852,-5.790487065,-4.111365672,-68.53891768,-1.14802752,0.115403086,0.851925713,-15.72855465,3.013115425,-1.050819676
509,0.927,4.822838487,-1.121338121,2.043111289,0.609903915,1.029497765,0.039866775,4.152001752,2.563510004,-5.511706203,-16.12809593,6.099588471,0.055280445,1.693446912,12.56038761,-5.737406264,-4.092690807,-68.48413686,-1.074563847,0.114723992,0.846407504,-15.73362997,2.979114882,-1.015197114
510,0.928,4.823680622,-1.097613683,2.017748959,0.609829109,1.029630766,0.039990648,4.049901871,2.552063942,-5.478068234,-16.05340347,6.116527831,0.053021773,1.710459739,12.67083738,-5.684075807,-4.073969515,-68.42681209,-1.002248985,0.114047337,0.840914654,-15.73876772,2.945057016,-0.97968349
511,0.929,4.824494549,-1.073849922,1.992301008,0.609753527,1.029762379,0.040113688,3.94801531,2.540424374,-5.444489727,-15.97902709,6.133604904,0.050743183,1.727369754,12.7807626,-5.630534745,-4.055225922,-68.36695057,-0.931095084,0.11337317,0.835447226,-15.74397011,2.910957265,-0.944281578
512,0.93,4.825283052,-1.050061238,1.966774391,0.609677173,1.029892592,0.040235908,3.846343158,2.528607836,-5.410985832,-15.90497403,6.150814146,0.048445598,1.744181803,12.89015774,-5.576821868,-4.036484178,-68.30455925,-0.861113083,0.112701514,0.83000527,-15.74923926,2.876830861,-0.908994189
513,0.931,4.82604889,-1.02626184,1.941176092,0.609600052,1.030021395,0.040357322,3.74488639,2.516630674,-5.377571582,-15.83125152,6.168158695,0.046132411,1.76087002,12.99901701,-5.522975669,-4.017768452,-68.23964481,-0.792312735,0.112032359,0.824588824,-15.75457727,2.842692817,-0.87382417
514,0.932,4.826794829,-1.002465844,1.915513116,0.609522169,1.030148779,0.040477945,3.643645842,2.504509156,-5.344261832,-15.7578665,6.185641005,0.043807208,1.777409873,13.10733438,-5.469034442,-3.999102908,-68.17221367,-0.724702621,0.111365697,0.819197923,-15.75998619,2.808558042,-0.838774368
515,0.933,4.827523671,-0.978687362,1.889792484,0.609443531,1.030274735,0.040597789,3.542622191,2.492259576,-5.311071286,-15.68482537,6.203254449,0.041470863,1.793806891,13.21510345,-5.41503638,-3.980511691,-68.10227202,-0.658290167,0.110701547,0.813832606,-15.76546813,2.774441449,-0.803847595
516,0.934,4.828238245,-0.954940491,1.864021227,0.609364142,1.030399251,0.04071687,3.441815964,2.479898243,-5.278014499,-15.61213407,6.220983781,0.039121419,1.810095113,13.32231758,-5.361019533,-3.962018917,-68.02982579,-0.593081667,0.11003996,0.808492917,-15.77102522,2.740357939,-0.769046624
517,0.935,4.828941342,-0.931239116,1.838206375,0.609284009,1.030522321,0.0408352,3.341227577,2.467441238,-5.245105823,-15.53979848,6.238822133,0.036759386,1.826279093,13.42896987,-5.307021547,-3.943648685,-67.95488069,-0.529082313,0.109380955,0.803178886,-15.77665951,2.70632217,-0.734374252
518,0.936,4.829635711,-0.907596898,1.812354959,0.609203137,1.030643936,0.040952794,3.240857342,2.454904394,-5.212359375,-15.46782442,6.256770964,0.034388151,1.842334107,13.53505325,-5.253079633,-3.925425071,-67.87744219,-0.466296227,0.108724521,0.797890533,-15.78237298,2.672348544,-0.699833305
519,0.937,4.830324091,-0.884027371,1.786474,0.609121531,1.030764087,0.041069665,3.14070544,2.4423034,-5.179789034,-15.39621741,6.274831009,0.032011601,1.858237143,13.6405604,-5.199230661,-3.907372101,-67.79751554,-0.404726474,0.108070647,0.792627876,-15.78816756,2.638451325,-0.665426594
520,0.938,4.831009235,-0.860544033,1.760570505,0.609039198,1.030882767,0.041185828,3.040771903,2.429653928,-5.147408487,-15.32498248,6.292994521,0.02963028,1.873993387,13.74548377,-5.145511258,-3.889513737,-67.71510578,-0.344375088,0.107419349,0.787390934,-15.79404522,2.604644739,-0.631156885
521,0.939,4.8316939,-0.837160333,1.734651457,0.608956143,1.03099997,0.041301295,2.94105663,2.416971625,-5.115231223,-15.25412416,6.311245807,0.027241128,1.889634465,13.84981554,-5.091957776,-3.871873871,-67.63021777,-0.285243092,0.106770682,0.782179733,-15.8000079,2.570942962,-0.597026892
522,0.94,4.832380791,-0.813889477,1.708723815,0.608872373,1.031115688,0.041416082,2.841559422,2.404271855,-5.083270422,-15.1836469,6.329577094,0.024844244,1.905164306,13.95354778,-5.038606033,-3.854476328,-67.54285614,-0.227330544,0.106124666,0.776994287,-15.80605746,2.537359898,-0.56303934
523,0.941,4.833072551,-0.790744418,1.682794504,0.608787892,1.031229916,0.0415302,2.74227999,2.391569674,-5.051538943,-15.11355508,6.34798844,0.022443344,1.920559541,14.05667239,-4.985491283,-3.837344859,-67.45302535,-0.170636563,0.105481285,0.7718346,-15.81219566,2.503909173,-0.529196966
524,0.942,4.833771794,-0.767737948,1.656870412,0.608702709,1.031342647,0.041643664,2.643217933,2.37887995,-5.020049358,-15.04385271,6.366479197,0.020042658,1.935798697,14.15918113,-4.932648318,-3.820503119,-67.36072966,-0.115159354,0.104840524,0.766700673,-15.81842419,2.470604241,-0.495502479
525,0.943,4.834481125,-0.744882796,1.630958382,0.608616829,1.031453878,0.041756487,2.544372726,2.366217506,-4.988813986,-14.97454337,6.385040934,0.017642375,1.950886335,14.26106558,-4.880111559,-3.803974651,-67.26597317,-0.060896226,0.104202401,0.76159251,-15.82474473,2.437458488,-0.461958523
526,0.944,4.835203132,-0.722191609,1.605065206,0.608530258,1.031563603,0.041868682,2.44574373,2.353597113,-4.957844873,-14.90563014,6.403657983,0.015238404,1.965851237,14.36231713,-4.82791504,-3.787782876,-67.16875984,-0.007843625,0.103566972,0.756510123,-15.83115893,2.40448522,-0.428567678
527,0.945,4.835940329,-0.699676764,1.579197622,0.608443003,1.031671818,0.041980263,2.34733023,2.341033208,-4.927153688,-14.83711599,6.422322049,0.012830631,1.980696662,14.46292714,-4.776092142,-3.771951098,-67.06909346,0.044002824,0.102934258,0.751453509,-15.83766834,2.371697451,-0.395332518
528,0.946,4.836695152,-0.677350357,1.553362309,0.608355071,1.031778521,0.042091241,2.249131445,2.328539873,-4.896751725,-14.76900376,6.441032109,0.010423245,1.995400778,14.56288686,-4.724675575,-3.756502489,-66.96697767,0.094648278,0.10230424,0.74642266,-15.84427435,2.339107897,-0.362255607
529,0.947,4.837469983,-0.655224294,1.527565878,0.608266468,1.031883707,0.042201631,2.151146506,2.316130973,-4.866649955,-14.70129597,6.459786531,0.008020725,2.009943597,14.66218749,-4.673697476,-3.741460074,-66.86241596,0.144098657,0.101676897,0.741417562,-15.85097829,2.306729082,-0.329339466
530,0.948,4.838267171,-0.633310386,1.50181487,0.608177203,1.031987374,0.042311444,2.053374449,2.303820305,-4.83685901,-14.63399466,6.478576591,0.005623062,2.024329037,14.7608201,-4.623189512,-3.726846713,-66.75541171,0.192360621,0.101052246,0.736438208,-15.85778143,2.274573434,-0.296586533
531,0.949,4.839089028,-0.611620346,1.476115749,0.608087282,1.032089521,0.042420693,1.955814225,2.291621599,-4.807389154,-14.56710144,6.497386978,0.003225713,2.03858322,14.85877571,-4.573182859,-3.712685087,-66.64596821,0.23944154,0.100430346,0.731484592,-15.86468499,2.242653286,-0.263999164
532,0.95,4.83993777,-0.590165584,1.450474899,0.607996713,1.032190146,0.042529389,1.85846473,2.279548209,-4.778250244,-14.50061776,6.516209206,0.000828638,2.052708955,14.95604531,-4.523707945,-3.698997703,-66.53408862,0.285349442,0.099811216,0.726556701,-15.87169005,2.21098066,-0.231579692
533,0.951,4.840815513,-0.568957205,1.424898616,0.607905504,1.032289248,0.042637545,1.76132482,2.267613099,-4.749451748,-14.43454492,6.535041546,-0.001563563,2.066686042,15.05261992,-4.474794433,-3.685806881,-66.41977598,0.330092974,0.099194832,0.721654512,-15.87879754,2.179567268,-0.199330422
534,0.952,4.841724296,-0.548006097,1.399393107,0.607813662,1.032386826,0.042745172,1.664393288,2.255828998,-4.72100277,-14.3688839,6.553881838,-0.003946321,2.080495806,15.14849054,-4.426471323,-3.673134734,-66.30303327,0.373681385,0.098581166,0.716777998,-15.88600827,2.148424608,-0.167253597
535,0.953,4.842666107,-0.527323039,1.373964483,0.607721196,1.032482881,0.042852281,1.567668862,2.24420855,-4.692911981,-14.30363525,6.572721406,-0.00631957,2.094141722,15.24364816,-4.378767059,-3.661003154,-66.18386336,0.416124502,0.097970236,0.71192714,-15.89332298,2.117564073,-0.135351363
536,0.954,4.843642872,-0.506918687,1.348618754,0.607628114,1.032577412,0.042958883,1.471150205,2.232764315,-4.665187578,-14.23879907,6.591545497,-0.008687599,2.10764796,15.33808376,-4.331709514,-3.649433793,-66.0622691,0.4574327,0.097362098,0.70710192,-15.90074235,2.086996949,-0.103625768
537,0.955,4.844656406,-0.486803377,1.323361826,0.607534426,1.032670421,0.043064989,1.37483595,2.221508449,-4.637837361,-14.17437528,6.610345743,-0.011050124,2.121017197,15.43178837,-4.285325734,-3.63844807,-65.93825324,0.497616841,0.096756767,0.702302313,-15.90826687,2.056734197,-0.072078822
538,0.956,4.845708398,-0.466987115,1.298199496,0.607440139,1.032761909,0.043170608,1.278724706,2.210452699,-4.610868745,-14.11036369,6.629120147,-0.01340234,2.13423076,15.52475314,-4.23964192,-3.628067159,-65.81181848,0.536688246,0.096154214,0.697528282,-15.91589688,2.026786454,-0.04071249
539,0.957,4.846800445,-0.447479677,1.273137445,0.607345264,1.032851878,0.04327575,1.182815043,2.199608556,-4.584288747,-14.04676376,6.647866444,-0.015739715,2.147271211,15.61696924,-4.194683538,-3.61831197,-65.68296748,0.574658672,0.095554408,0.692779792,-15.92363257,1.997164132,-0.009528667
540,0.958,4.84793407,-0.428290712,1.248181237,0.60724981,1.032940329,0.043380425,1.087105481,2.188987418,-4.558103852,-13.98357455,6.666576319,-0.018061891,2.16014189,15.70842793,-4.150475432,-3.609203128,-65.55170285,0.611540287,0.094957362,0.688056811,-15.93147406,1.967877534,0.021470865
541,0.959,4.84911073,-0.409429742,1.223336319,0.607153786,1.033027265,0.043484642,0.991594495,2.178600577,-4.532319985,-13.92079468,6.685235776,-0.020372387,2.172865685,15.79912047,-4.10704181,-3.600760954,-65.41802722,0.647345642,0.094363128,0.683359309,-15.93942138,1.938936846,0.052284428
542,0.96,4.850331742,-0.39090595,1.19860801,0.607057203,1.033112689,0.043588409,0.89628054,2.168458908,-4.50694269,-13.85842264,6.7038369,-0.022670511,2.185445347,15.88903831,-4.064405988,-3.59300548,-65.28194316,0.682087615,0.093771718,0.678687251,-15.94747435,1.910351922,0.082910396
543,0.961,4.851598287,-0.372728179,1.174001496,0.60696007,1.033196604,0.043691735,0.801162061,2.158572858,-4.481977153,-13.79645674,6.722377868,-0.024951468,2.197863546,15.978173,-4.02259038,-3.585956433,-65.14345324,0.715779376,0.093183098,0.674040592,-15.95563264,1.882132278,0.113347191
544,0.962,4.852911435,-0.354905031,1.149521828,0.606862399,1.033279013,0.043794628,0.706237472,2.148952613,-4.457428126,-13.73489503,6.74085671,-0.02721081,2.21010402,16.06651623,-3.981616605,-3.579633219,-65.00256001,0.748434367,0.092597233,0.669419286,-15.96389576,1.854287201,0.143593318
545,0.963,4.854272176,-0.337444979,1.125173924,0.6067642,1.03335992,0.043897094,0.611505146,2.139608244,-4.433299751,-13.67373513,6.759265795,-0.029447815,2.222170156,16.15405977,-3.941505613,-3.574054892,-64.85926605,0.780066285,0.092014131,0.664823289,-15.97226313,1.826825862,0.173647393
546,0.964,4.855681419,-0.320356367,1.100962568,0.606665484,1.033439329,0.043999142,0.516963418,2.13054971,-4.409595536,-13.61297427,6.777592158,-0.031665187,2.234083892,16.2407955,-3.902277668,-3.56924014,-64.71357395,0.810689046,0.091433842,0.660252566,-15.98073405,1.799757319,0.203508146
547,0.965,4.857139928,-0.303647194,1.076892393,0.606566262,1.033517244,0.044100778,0.422610608,2.121786535,-4.38631864,-13.55260957,6.795828683,-0.033861965,2.245848121,16.32671549,-3.863952097,-3.565207303,-64.56548633,0.840316734,0.090856372,0.655707072,-15.98930768,1.773090285,0.23317436
548,0.966,4.858648309,-0.28732511,1.052967881,0.606466545,1.03359367,0.044202009,0.328445026,2.113327813,-4.363471888,-13.49263798,6.813974127,-0.036033523,2.257446678,16.411812,-3.826547277,-3.561974362,-64.4150058,0.868963571,0.090281685,0.651186754,-15.99798294,1.746833126,0.262644869
549,0.967,4.860207054,-0.271397526,1.029193364,0.606366345,1.033668612,0.044302839,0.234464957,2.105182359,-4.341057644,-13.43305619,6.832027213,-0.038175378,2.2688643,16.49607742,-3.790080753,-3.559558913,-64.26213504,0.8966439,0.089709741,0.646691555,-16.00675863,1.720993975,0.291918592
550,0.968,4.861816565,-0.255871728,1.005573023,0.606265674,1.033742073,0.044403275,0.140668644,2.097358867,-4.319077605,-13.37386053,6.849981339,-0.040286552,2.280104398,16.57950431,-3.754569364,-3.557978139,-64.10687676,0.92337216,0.089140545,0.642221428,-16.01563344,1.695580849,0.320994565
551,0.969,4.863477163,-0.240754876,0.982110891,0.606164543,1.03381406,0.044503323,0.04705429,2.089865909,-4.297532797,-13.31504697,6.867824875,-0.042369437,2.291188077,16.66208536,-3.720029233,-3.557248795,-63.94923373,0.949162868,0.088574146,0.637776328,-16.02460599,1.670601649,0.349871932
552,0.97,4.865189008,-0.226053785,0.958810835,0.606062965,1.033884578,0.044602986,-0.046379918,2.082711621,-4.27642392,-13.25661135,6.885551843,-0.044423088,2.302118313,16.74381347,-3.686475512,-3.55738723,-63.78920877,0.974030558,0.088010547,0.633356203,-16.03367468,1.646063926,0.378549894
553,0.971,4.866952101,-0.21177492,0.935676554,0.605960951,1.033953631,0.04470227,-0.139635798,2.075903693,-4.255751365,-13.19854941,6.903161975,-0.046442998,2.312879819,16.82468179,-3.653922375,-3.558409378,-63.62680476,0.997989762,0.087449709,0.628960992,-16.04283773,1.621974876,0.407027708
554,0.972,4.868766317,-0.197924512,0.912711579,0.605858513,1.034021225,0.044801179,-0.232715202,2.069449529,-4.235515034,-13.14085664,6.920655101,-0.04842445,2.323457931,16.90468363,-3.622383141,-3.560330727,-63.46202465,1.02105499,0.086891588,0.624590633,-16.05209323,1.598341456,0.435304716
555,0.973,4.870631444,-0.184508674,0.889919282,0.605755664,1.034087366,0.044899717,-0.325620022,2.063356414,-4.215714147,-13.08352822,6.938025991,-0.050366462,2.333855925,16.98381249,-3.591870403,-3.563166293,-63.29487149,1.043240718,0.086336187,0.620245069,-16.06143917,1.575170511,0.463380373
556,0.974,4.872547181,-0.171533403,0.867302874,0.605652415,1.03415206,0.044997887,-0.418352195,2.057631516,-4.196347239,-13.02655901,6.955264597,-0.052271883,2.344094211,17.06206204,-3.562396024,-3.566930602,-63.12534839,1.064561363,0.085783558,0.615924249,-16.07087346,1.552468766,0.491254253
557,0.975,4.874513064,-0.159004353,0.844865383,0.60554878,1.034215312,0.045095693,-0.510913672,2.052281561,-4.177412542,-12.96994377,6.972366379,-0.054140061,2.354175742,17.13942619,-3.533970883,-3.57163772,-62.95345859,1.085031235,0.085233705,0.611628113,-16.08039383,1.530242595,0.518925986
558,0.976,4.876528465,-0.146926831,0.822609657,0.60544477,1.034277127,0.045193138,-0.603306413,2.047312822,-4.158907989,-12.91367719,6.989332429,-0.055966394,2.364085675,17.21589913,-3.506604866,-3.57730124,-62.77920538,1.104664515,0.084686585,0.607356595,-16.08999782,1.508498007,0.54639526
559,0.977,4.878592628,-0.135305913,0.800538367,0.605340397,1.034337511,0.045290224,-0.695532408,2.04273128,-4.140831017,-12.85775374,7.006164098,-0.05774576,2.373809372,17.29147525,-3.480307,-3.583934249,-62.60259219,1.123475241,0.08414215,0.603109624,-16.09968283,1.487240777,0.573661854
560,0.978,4.880704709,-0.124146573,0.77865401,0.605235674,1.034396469,0.045386955,-0.78759369,2.038542814,-4.123178389,-12.80216764,7.022857798,-0.059477445,2.383349859,17.36614915,-3.455085585,-3.591549305,-62.42362254,1.141477305,0.083600403,0.598887137,-16.10944621,1.466476563,0.600725667
561,0.979,4.882863776,-0.113453678,0.756958914,0.605130612,1.034454008,0.045483332,-0.87949234,2.034753212,-4.10594621,-12.74691284,7.039405156,-0.061165405,2.392727304,17.43991562,-3.430948202,-3.60015842,-62.2423001,1.158684431,0.083061403,0.594689079,-16.11928522,1.446210912,0.627586722
562,0.98,4.88506873,-0.103231758,0.735455215,0.605025223,1.034510132,0.045579358,-0.971230444,2.031367813,-4.089130291,-12.69198323,7.055803259,-0.062809429,2.401944735,17.51276973,-3.407901448,-3.609773088,-62.05862866,1.175110129,0.082525156,0.590515383,-16.12919696,1.426449013,0.654245103
563,0.981,4.88731831,-0.093484995,0.714144857,0.60491952,1.034564848,0.045675034,-1.062810097,2.028391494,-4.072726152,-12.63737264,7.072054902,-0.064404561,2.410987233,17.58470684,-3.385950936,-3.620404271,-61.87261212,1.190767674,0.081991613,0.586365977,-16.13917835,1.407195693,0.680700962
564,0.982,4.889611129,-0.084217348,0.693029598,0.604813515,1.034618158,0.045770362,-1.154233416,2.025828852,-4.056728818,-12.58307475,7.088163409,-0.065945186,2.41983928,17.65572258,-3.365101425,-3.632062372,-61.68425452,1.205670103,0.081460721,0.582240788,-16.14922619,1.388455543,0.706954545
565,0.983,4.891945713,-0.075432689,0.672111017,0.604707218,1.034670069,0.045865343,-1.245502564,2.023684411,-4.041132687,-12.52908301,7.104127,-0.067430987,2.428503669,17.72581275,-3.345356982,-3.644757209,-61.49356006,1.219830215,0.080932484,0.578139748,-16.15933723,1.370233046,0.733006231
566,0.984,4.894320504,-0.067134798,0.651390515,0.604600641,1.034720585,0.045959979,-1.336619742,2.021962644,-4.025931548,-12.47539071,7.119938806,-0.068867263,2.43700147,17.79497342,-3.326720982,-3.658497997,-61.30053311,1.233260559,0.080406968,0.574062797,-16.16950818,1.352532585,0.758856529
