time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,lumbar_extension
6.483,-0.183514927,-0.006900763,-0.118994736,2.69727735,1.26746754,0.05143376,0.505384711,0.006362496,0,-0.56677998,0.563648831,0.39322439,-0.002618519,0,-0.423788277,0.649285209,-0.0872665
6.5,-0.183351701,-0.008771668,-0.118937946,2.69834689,1.2675542,0.05289232,0.504170391,0.009897843,0,-0.567690915,0.563975669,0.392011625,-0.006237468,0,-0.424417866,0.648956171,-0.0872665
6.517,-0.182269548,-0.009601222,-0.120619959,2.70013871,1.26778922,0.05410996,0.501577418,0.012348877,0,-0.569149066,0.564079542,0.387904917,-0.008341535,0,-0.424843959,0.648625984,-0.0872665
6.533,-0.181305295,-0.011058194,-0.121572674,2.70160766,1.26810874,0.05550335,0.497010246,0.015592732,0,-0.566371171,0.564626351,0.382813047,-0.011525158,0,-0.421746606,0.64971276,-0.0872665
6.55,-0.181495923,-0.011612603,-0.120546502,2.70250607,1.26814797,0.05653234,0.496100824,0.017262548,0,-0.567019949,0.564982707,0.381940038,-0.013159523,0,-0.4216969,0.649924464,-0.0872665
6.567,-0.181253177,-0.012593928,-0.117852572,2.70371915,1.268284,0.05745724,0.494948954,0.01905367,0,-0.568938726,0.565172022,0.380767571,-0.014692578,0,-0.4221256,0.649905179,-0.0872665
6.583,-0.180672458,-0.014551101,-0.117191184,2.70455214,1.26820844,0.05872658,0.491981013,0.022558998,0,-0.567823707,0.567270201,0.380240055,-0.018142684,0,-0.425041168,0.650746752,-0.0872665
6.6,-0.179867437,-0.015943467,-0.114329759,2.70572747,1.26834291,0.05947843,0.487495963,0.024115375,0,-0.564849212,0.569891914,0.378346534,-0.019858996,0,-0.425308165,0.654373269,-0.0872665
6.617,-0.18013194,-0.0163537,-0.112034375,2.70645706,1.26835451,0.06003582,0.486977087,0.024570264,0,-0.565424325,0.570031369,0.378002838,-0.020468127,0,-0.425004928,0.654635289,-0.0872665
6.633,-0.178230619,-0.018722341,-0.106976643,2.70871173,1.26876687,0.06139057,0.478193393,0.027266902,0,-0.559139528,0.574616679,0.369902664,-0.023386895,0,-0.417646032,0.657228378,-0.0872665
6.65,-0.180089326,-0.019148641,-0.104963848,2.70877297,1.26877025,0.0620572,0.478539159,0.028174913,0,-0.557767438,0.574513681,0.371506991,-0.024508252,0,-0.416132068,0.656969325,-0.0872665
6.667,-0.180534274,-0.0220166,-0.101630735,2.71012367,1.26904765,0.06328623,0.468241106,0.031771378,0,-0.542540872,0.576040154,0.370849271,-0.028814521,0,-0.416964948,0.656081581,-0.0872665
6.683,-0.180726944,-0.022616427,-0.100467989,2.71147412,1.26923858,0.06419608,0.463003608,0.03308805,0,-0.53594546,0.577075907,0.367299657,-0.03037512,0,-0.413297447,0.655692499,-0.0872665
6.7,-0.182302388,-0.022609844,-0.099549029,2.71210105,1.26914087,0.06493688,0.464109925,0.034072763,0,-0.536224915,0.577510145,0.367639587,-0.03117686,0,-0.412362237,0.655717035,-0.0872665
6.717,-0.183272987,-0.023086492,-0.095950313,2.71291575,1.26915905,0.06557693,0.463816615,0.0347449,0,-0.536493689,0.57790617,0.36795276,-0.03205009,0,-0.411295256,0.655941332,-0.0872665
6.733,-0.182611534,-0.024991474,-0.090836092,2.71456267,1.26948728,0.06655763,0.456495641,0.03693529,0,-0.529202712,0.581380779,0.365050728,-0.03454915,0,-0.409124228,0.657297077,-0.0872665
6.75,-0.185078154,-0.025170489,-0.089386113,2.71446671,1.26931886,0.06737771,0.459641883,0.038083047,0,-0.530384505,0.580708863,0.367352021,-0.035871911,0,-0.407725118,0.657162064,-0.0872665
6.767,-0.189769191,-0.024513651,-0.088857327,2.71379047,1.26884987,0.0678078,0.46903453,0.038219498,0,-0.537635645,0.577870522,0.375238614,-0.03599147,0,-0.41213288,0.654354582,-0.0872665
6.783,-0.191088884,-0.024991424,-0.084994059,2.71471806,1.26878021,0.06848317,0.468704868,0.038808802,0,-0.53766662,0.578344442,0.375533122,-0.036764747,0,-0.411259501,0.654418112,-0.0872665
6.8,-0.191554765,-0.025463113,-0.082223789,2.71530956,1.26882619,0.06918553,0.468126334,0.039666326,0,-0.537498976,0.579042057,0.375429703,-0.037724822,0,-0.410397645,0.654644885,-0.0872665
6.817,-0.191443478,-0.026444997,-0.079744104,2.71590065,1.26885482,0.06985026,0.466087769,0.041056915,0,-0.535758971,0.582105748,0.377306537,-0.039233529,0,-0.414788167,0.655610328,-0.0872665
6.833,-0.192206743,-0.026761654,-0.076307678,2.71682623,1.26879699,0.0706079,0.465977803,0.041796442,0,-0.536807385,0.582392764,0.377436848,-0.039876876,0,-0.41447876,0.655903408,-0.0872665
6.85,-0.192309099,-0.027034096,-0.073900434,2.71806114,1.26872263,0.07124658,0.467173845,0.04245355,0,-0.54209775,0.584658569,0.375899225,-0.040453766,0,-0.413611754,0.65760025,-0.0872665
6.867,-0.191937157,-0.027888381,-0.071099517,2.71906873,1.26880348,0.07189791,0.460351531,0.04337574,0,-0.533201546,0.587771757,0.374796608,-0.041450102,0,-0.414347843,0.658304933,-0.0872665
6.883,-0.191751587,-0.028156731,-0.068952917,2.71975337,1.26884269,0.07253827,0.459298901,0.044010628,0,-0.533624504,0.588209616,0.373643154,-0.04203273,0,-0.413615916,0.658483284,-0.0872665
6.9,-0.190443195,-0.027277322,-0.070003379,2.72066421,1.26890973,0.07311314,0.461121878,0.043973927,0,-0.541107227,0.589350611,0.369657212,-0.041843354,0,-0.410915655,0.659505807,-0.0872665
6.917,-0.188199045,-0.027830331,-0.068387812,2.72181133,1.26915704,0.07379223,0.452559327,0.044656061,0,-0.532759072,0.591855247,0.36553725,-0.042700208,0,-0.410056717,0.660050508,-0.0872665
6.933,-0.187016912,-0.02837519,-0.067252489,2.72232782,1.26926688,0.07446886,0.44860889,0.045691345,0,-0.529345157,0.592853822,0.36508262,-0.043703874,0,-0.413203861,0.65974413,-0.0872665
6.95,-0.18329998,-0.029491629,-0.063617762,2.72475315,1.26973665,0.07536962,0.436845092,0.047008217,0,-0.52094642,0.596263281,0.357861266,-0.045216571,0,-0.411503432,0.66093058,-0.0872665
6.967,-0.183405096,-0.028992816,-0.063529795,2.72508145,1.26972585,0.07592896,0.436793337,0.047173361,0,-0.521063643,0.596265995,0.357822085,-0.045338474,0,-0.411626492,0.660922781,-0.0872665
6.983,-0.182179365,-0.028953332,-0.063663114,2.72564645,1.26966924,0.07634952,0.436123161,0.047609351,0,-0.524039837,0.597051175,0.357120079,-0.045542788,0,-0.415153949,0.660780001,-0.0872665
7,-0.182558256,-0.028656118,-0.063746001,2.72611497,1.26969074,0.07668874,0.435942146,0.047667415,0,-0.524184938,0.59706633,0.357148237,-0.04560304,0,-0.415225458,0.660811546,-0.0872665
7.017,-0.180638313,-0.029145615,-0.063003319,2.72777207,1.26982216,0.07747324,0.430354279,0.048801396,0,-0.521891133,0.60081584,0.353254174,-0.046962999,0,-0.41518142,0.665972036,-0.0872665
7.033,-0.179067328,-0.029163287,-0.062321465,2.7282433,1.26982516,0.07789362,0.429248546,0.04922056,0,-0.524108927,0.60114804,0.351749041,-0.047234123,0,-0.416702739,0.665873965,-0.0872665
7.05,-0.176802759,-0.029257044,-0.061103031,2.7288846,1.26985009,0.07825521,0.427907222,0.049615863,0,-0.528081169,0.60210374,0.349319088,-0.047316098,0,-0.419005092,0.665541809,-0.0872665
7.067,-0.174730236,-0.029210487,-0.060056032,2.72961109,1.26992749,0.07855909,0.426007592,0.049675284,0,-0.530887726,0.60315823,0.347151695,-0.04732491,0,-0.421209483,0.665174045,-0.0872665
7.083,-0.1733391,-0.028978481,-0.059497761,2.73018468,1.26995316,0.07885056,0.424028796,0.049546661,0,-0.531430973,0.605747001,0.345812802,-0.047274709,0,-0.422523936,0.665656185,-0.0872665
7.1,-0.171441302,-0.02877625,-0.05957004,2.73105157,1.2700455,0.07924054,0.419623681,0.04961467,0,-0.528805677,0.609602157,0.341907257,-0.047364022,0,-0.420831721,0.66828558,-0.0872665
7.117,-0.169636078,-0.028764547,-0.058667264,2.73183415,1.27012028,0.07959075,0.416948233,0.049687399,0,-0.529861576,0.609738161,0.339372177,-0.04753628,0,-0.421513823,0.6684967,-0.0872665
7.133,-0.166265511,-0.029075942,-0.057416289,2.73343549,1.27053025,0.07998634,0.408818238,0.05013162,0,-0.525214528,0.612198785,0.330813922,-0.047841718,0,-0.415358222,0.669530994,-0.0872665
7.15,-0.166566319,-0.028807801,-0.057179116,2.73388996,1.27046457,0.08032074,0.408724279,0.05023883,0,-0.525261318,0.612209024,0.330509306,-0.047909313,0,-0.415415625,0.669520931,-0.0872665
7.167,-0.163355465,-0.029070969,-0.055420553,2.7351649,1.27090925,0.08056066,0.400112477,0.050236313,0,-0.518458078,0.615332568,0.323830005,-0.047964674,0,-0.411280239,0.669206358,-0.0872665
7.183,-0.16363551,-0.028796452,-0.055483055,2.73549588,1.27091197,0.08082366,0.399991148,0.05025453,0,-0.518439538,0.615320077,0.323736403,-0.048046433,0,-0.411341331,0.669198405,-0.0872665
7.2,-0.164011903,-0.028502496,-0.055554378,2.73589405,1.27085391,0.08109457,0.399845643,0.050309456,0,-0.518438324,0.615309783,0.323554913,-0.048063775,0,-0.411442163,0.669194367,-0.0872665
7.217,-0.164328064,-0.028289099,-0.055671865,2.73623313,1.27077387,0.0813603,0.399512926,0.050274961,0,-0.518390883,0.615327901,0.323458862,-0.048144908,0,-0.411481577,0.669220343,-0.0872665
7.233,-0.161830489,-0.029181807,-0.054226813,2.73732774,1.27109885,0.08156501,0.389987225,0.050916758,0,-0.508142999,0.617147703,0.319383508,-0.049068755,0,-0.410657886,0.672102679,-0.0872665
7.25,-0.161847476,-0.029000836,-0.054428295,2.7374297,1.27107075,0.08177684,0.389753105,0.050942921,0,-0.508165859,0.617144579,0.31950253,-0.049215908,0,-0.410573221,0.672099623,-0.0872665
7.267,-0.159930937,-0.028929398,-0.056549801,2.73820915,1.27135856,0.08203309,0.385212795,0.051298045,0,-0.504409969,0.617952923,0.314189759,-0.049432629,0,-0.406919973,0.670919451,-0.0872665
7.283,-0.160139409,-0.028726991,-0.056612067,2.73848817,1.27136661,0.08220028,0.385162574,0.051337851,0,-0.504440253,0.617939646,0.313990068,-0.049443279,0,-0.407071088,0.670890455,-0.0872665
7.3,-0.159052894,-0.027733898,-0.058828779,2.73908179,1.27138565,0.08235654,0.384763122,0.050672918,0,-0.507383262,0.617867517,0.311134494,-0.048698466,0,-0.406330552,0.671734973,-0.0872665
7.317,-0.159265662,-0.027732505,-0.058872313,2.73946326,1.271382,0.08234959,0.384624979,0.050724605,0,-0.507502953,0.617892061,0.310769896,-0.048565271,0,-0.406413163,0.671734603,-0.0872665
7.333,-0.156650026,-0.027037725,-0.060532508,2.74017612,1.27157914,0.08241004,0.381134987,0.049988412,0,-0.507695466,0.620039662,0.30480728,-0.047655323,0,-0.402687396,0.670601879,-0.0872665
7.35,-0.155970889,-0.027642936,-0.061123555,2.74047881,1.27172257,0.08266676,0.378385591,0.050914751,0,-0.504407943,0.619617307,0.303604847,-0.048587224,0,-0.402493137,0.669417756,-0.0872665
7.367,-0.156028643,-0.027597347,-0.061235654,2.74067624,1.2717335,0.08270701,0.378107041,0.050919305,0,-0.504549115,0.619592218,0.303717512,-0.048596134,0,-0.402504921,0.669461091,-0.0872665
7.383,-0.15604671,-0.027452056,-0.062910826,2.74068632,1.27150929,0.08286697,0.380083698,0.051238945,0,-0.508369859,0.619887695,0.304572972,-0.048791053,0,-0.404999654,0.674586253,-0.0872665
7.4,-0.155502958,-0.027703126,-0.062219171,2.74106459,1.2715416,0.08282419,0.379664478,0.051405037,0,-0.509468788,0.620128592,0.304031641,-0.048861716,0,-0.405638907,0.674640209,-0.0872665
7.417,-0.15459855,-0.027779279,-0.063319081,2.74128857,1.2715324,0.08293314,0.379822189,0.051884229,0,-0.511660318,0.620524911,0.303526487,-0.049151578,0,-0.407504831,0.674842956,-0.0872665
7.433,-0.154959146,-0.029104239,-0.062286799,2.74096451,1.27134797,0.08290331,0.380600803,0.053316838,0,-0.511732218,0.622382834,0.307259943,-0.050615954,0,-0.413428243,0.677457348,-0.0872665
